Attr,TotalWorkingYears,Ovt,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,dfh,Age,MonthlyIncome,EnvironmentSatisfaction,NumCompaniesWorked
0,9,0,20,7,13,18,59,2897,4,2
1,8,1,4,1,3,5,32,2432,1,3
0,10,1,3,1,2,1,26,9380,4,4
0,12,0,11,8,7,6,32,5010,2,5
0,17,0,5,4,3,6,28,3452,2,1
0,6,0,5,2,3,18,35,3477,4,1
1,2,0,1,1,0,7,58,2296,4,0
0,1,0,1,0,0,7,35,2083,2,3
0,19,0,10,8,1,25,38,12061,1,2
0,10,0,10,7,9,25,38,4319,1,1
0,26,0,11,4,8,4,46,18789,4,1
0,15,0,15,10,13,5,34,3986,2,1
0,5,0,5,2,3,5,46,4256,3,5
0,20,1,18,13,12,2,44,10475,2,5
0,23,0,8,7,0,1,49,15379,3,1
0,1,1,1,0,0,2,31,1129,4,1
0,10,0,10,9,0,2,36,7596,2,4
0,17,0,1,0,0,2,37,5163,3,5
0,15,0,13,11,7,8,35,7725,2,3
0,6,0,4,2,0,9,36,3544,3,9
1,22,0,22,10,4,3,22,16015,2,1
0,1,0,1,0,1,7,35,2690,3,1
0,15,0,11,8,10,8,35,5677,4,3
0,10,0,10,4,9,2,37,6220,1,1
0,15,1,5,4,1,9,40,9278,3,6
0,10,0,8,0,7,9,58,2258,3,1
0,10,1,10,8,9,7,35,5204,3,1
1,7,0,7,2,7,3,31,4084,4,2
0,36,0,36,6,13,26,55,19586,2,1
0,6,0,3,2,2,21,39,5324,3,5
0,14,0,9,7,7,2,48,4051,2,2
0,9,0,6,5,2,1,32,4087,4,2
1,8,1,5,4,4,14,33,2436,3,1
0,10,1,10,9,8,20,39,2686,2,3
0,15,1,5,2,2,16,34,13603,1,2
0,16,0,15,11,11,7,45,6567,1,1
1,1,0,1,0,0,24,29,1091,3,9
0,4,0,2,2,2,8,50,3875,4,7
0,37,0,6,4,2,11,24,7260,4,4
0,23,0,22,15,8,1,33,19545,1,1
1,16,0,14,3,10,1,31,6230,2,7
1,6,1,2,0,0,1,24,2293,2,2
0,1,0,1,1,0,1,31,2501,3,2
0,5,1,5,4,3,7,29,4487,2,1
0,27,0,5,4,1,1,48,16885,1,1
0,10,1,10,8,7,2,25,3348,2,2
0,21,0,16,12,14,6,26,19392,4,1
0,2,0,2,2,2,10,29,2297,4,1
0,2,0,2,2,2,7,43,3033,3,1
0,12,0,5,3,0,1,41,2782,4,2
0,25,0,24,0,7,1,45,19202,3,1
0,10,0,5,2,3,4,44,5933,4,0
0,4,1,3,2,2,7,31,4171,3,0
0,9,0,9,7,7,1,27,7412,3,1
0,10,0,6,3,3,2,31,2936,4,2
0,5,0,4,2,0,2,27,2966,4,8
0,25,0,19,17,8,3,46,13225,1,2
0,10,0,9,8,7,7,33,9924,4,5
0,5,0,4,3,2,16,30,2500,2,1
0,9,0,8,7,7,17,33,2455,2,0
0,17,0,5,2,3,23,36,2571,3,4
1,9,0,4,3,3,2,58,2897,4,2
0,28,0,26,15,9,2,46,17048,3,1
0,12,0,11,7,7,4,35,2564,2,0
0,11,0,8,7,1,9,47,4335,3,0
0,12,0,2,2,2,2,48,8120,2,3
0,10,0,10,8,7,1,31,5003,4,2
0,32,1,32,6,9,9,30,14411,4,2
1,9,0,9,8,7,11,49,7654,3,6
0,17,1,7,7,7,23,31,10252,3,2
1,1,1,1,1,0,12,28,2515,3,1
0,10,0,10,9,4,11,40,6323,4,1
0,5,0,5,2,4,1,21,2647,4,1
0,31,0,9,7,2,17,36,16756,3,7
0,23,1,22,7,10,7,44,19049,2,0
0,16,1,1,1,0,3,36,4422,3,3
0,12,0,5,4,4,8,52,2950,3,1
0,8,1,6,4,3,4,37,2996,3,7
0,2,1,2,2,2,1,35,2070,3,2
0,20,0,1,0,0,1,38,2858,1,8
1,0,0,0,0,0,2,41,1200,2,8
1,13,0,9,7,7,21,46,8926,4,0
0,20,1,20,4.225836629,13,25,19,19197,2,1
0,6,0,0,0,0,3,34,2979,3,3
0,33,1,33,9,10,5,51,14026,3,1
0,6,0,2,2,2,2,34,7991,4,4
0,1,0,1,0,0,7,34,2341,1,1
0,17,0,5,2,3,14,47,2571,4,4
0,26,0,9,8,8,10,29,17099,3,1
1,10,0,9,7,5,5,32,5228,3,1
0,18,1,5,4,2,26,35,10761,3,4
1,10,0,1,0,0,16,31,8161,1,2
0,4,0,3,2,2,2,29,3180,4,0
0,4,1,2,2,2,20,31,4559,2,7
0,1,0,1,0,0,16,35,2804,4,1
0,26,0,22,9,10,5,44,18213,2,1
0,24,0,4,2,2,5,54,19406,1,4
0,11,1,1,0,0,22,39,3646,4,1
0,11,0,11,8,10,20,29,3812,4,1
0,8,0,0,0,0,6,38,3968,4,1
0,15,1,12,8,7,10,36,8321,4,0
0,10,0,10,7,9,25,38,4319,1,1
0,11,0,5,4,2,2,28,6091,2,1
0,33,0,32,14,9,7,30,19845,3,1
0,1,1,1,0,0,10,29,2851,2,9
0,10,0,5,4,4,22,35,4200,1,1
0,29,0,3,2,2,2,47,15972,2,1
0,5,0,3,2,2,4,23,2819,1,2
0,13,1,7,7,7,6,37,5974,3,4
0,10,0,10,8,7,1,45,7441,1,1
0,23,0,12,9,9,3,46,17465,1,3
0,7,0,7,2,7,6,51,4084,4,1
0,21,0,18,16,11,9,41,19419,1,2
0,9,0,4,3,2,8,27,5768,4,3
0,22,0,22,10,4,2,41,3298,1,1
0,8,0,5,4,4,26,23,3038,1,4
0,23,1,2,2,2,15,58,15787,1,2
1,10,0,10,8,7,1,31,7446,3,1
0,2,0,2,1,2,11,22,2244,1,1
0,9,0,2,2,1,2,53,5484,4,2
0,5,0,5,3,4,26,28,4724,3,1
0,10,0,3,2,2,21,39,5736,1,6
0,9,1,3,2,2,6,36,5562,1,1
1,1,0,1,0,0,8,31,1261,1,1
0,7,0,3,2,1,6,36,4941,2,6
1,5,0,5,3,4,24,26,2144,4,4
0,12,0,5,3,0,6,30,2782,4,3
1,11,0,11,8,10,23,29,7336,4,7
0,8,0,1,0,0,5,32,9679,4,1
0,6,0,6,5,3,2,34,4381,3,1
1,28,0,7,7,3,9,46,10096,1,4
0,10,0,10,7,7,9,38,2700,3,3
1,16,1,16,10,1,9,43,10388,3,0
0,10,1,10,8,0,1,30,5126,4,0
1,1,0,1,0,0,2,19,2564,1,0
0,32,0,1,0,0,9,34,14118,2,3
0,9,1,5,4,3,4,45,5006,3,5
1,10,0,10,8,7,1,30,9714,2,1
1,9,0,9,8,8,10,20,4661,3,1
1,11,1,1,0,0,2,39,3646,1,1
0,1,0,1,0,0,11,36,5204,2,8
0,10,0,10,8,0,17,33,17444,4,1
1,6,0,0,0,0,29,38,2290,3,2
0,9,0,7,7,2,10,30,9667,1,9
0,15,1,15,14,7,10,34,4001,4,6
0,22,0,9,8,3,8,49,13120,4,6
0,10,0,10,8,6,18,36,7295,1,7
0,10,0,9,7,8,1,44,7625,2,0
0,12,0,4,2,3,7,31,5399,4,0
0,2,0,2,2,2,1,37,2783,4,1
0,14,0,13,9,9,12,31,5343,3,0
0,7,0,2,2,2,9,36,2506,3,3
1,7,1,2,2,2,2,32,9907,3,4
0,9,1,4,2,3,24,30,6465,1,2
1,8,1,1,0,1,23,35,5916,2,3
0,13,0,11,9,9,10,29,5957,1,1
0,6,0,5,2,3,18,35,3477,4,1
1,15,0,1,0,0,11,37,4777,1,0
0,34,0,33,18,9,1,52,19999,3,1
0,10,0,7,7,7,10,39,5377,2,2
0,10,0,4,3,3,2,42,6272,4,0
0,36,0,36,6,13,26,55,19586,2,1
0,9,0,5,2,4,24,44,3708,1,2
1,4,1,4,2,2,25,32,2326,2,4
0,11,0,7,0,6,29,29,6384,4,0
0,21,1,21,9,10,10,39,17068,3,1
0,22,0,22,17,15,6,33,19232,1,1
0,26,0,14,9,12,11,31,16032,4,1
0,9,0,4,2,3,1,55,9250,4,3
0,8,1,1,0,0,10,37,6694,4,6
0,5,0,1,0,0,9,29,2451,3,3
0,8,1,5,2,4,2,32,6583,4,4
0,4,1,3,2,2,1,27,3730,1,0
0,6,0,2,0,2,4,56,2187,4,0
0,16,1,15,10,11,25,30,5747,4,4
0,2,0,2,2,2,2,40,2760,4,1
0,16,1,14,8,9,7,60,5220,2,0
0,8,0,8,7,7,25,26,2942,3,1
0,5,0,2,2,0,1,26,4364,1,3
0,11,0,8,7,1,27,29,4335,2,0
0,17,0,1,0,0,2,35,10048,1,1
0,13,1,13,12,9,4,47,5228,2,5
0,12,1,9,7,7,1,51,8189,1,4
1,7,1,3,2,2,6,37,2073,3,4
0,7,0,7,5,7,7,45,5993,1,1
0,10,0,8,4,7,8,30,7264,3,6
0,20,0,18,7,13,3,19,13499,3,2
0,28,0,5,2,2,4,56,19943,4,1
0,9,0,6,1,5,2,38,2468,3,4
0,1,0,1,0,0,2,37,2973,3,1
0,14,1,10,7,2,1,44,5743,1,4
0,10,1,9,6,8,1,34,2593,1,0
0,4,0,2,1,2,16,30,5301,4,8
0,16,0,15,11,11,7,45,6567,1,1
0,13,0,7,7,7,7,31,7547,4,4
0,4,0,1,0,0,14,36,3688,2,4
0,9,1,8,7,7,2,46,11416,3,1
0,6,0,5,4,3,5,28,8463,4,0
0,8,1,2,2,2,2,35,3195,4,4
0,8,1,8,7,0,3,33,2909,4,2
0,10,0,9,7,8,11,36,9738,2,6
0,10,1,9,7,1,1,25,4878,4,0
1,2,1,2,2,2,9,20,2323,4,9
1,8,0,4,3,3,4,32,4115,3,8
0,10,0,10,2,2,9,29,4089,2,1
0,18,0,1,0,0,29,28,9824,2,0
0,6,1,5,2,3,5,31,4821,3,0
0,11,0,7,7,7,2,38,6893,2,4
1,8,0,4,3,3,4,32,4115,3,8
1,31,0,31,6,7,20,41,17924,3,1
0,12,0,7,7,7,16,37,5079,3,7
1,1,0,1,0,0,4,20,2973,3,1
1,14,0,14,8,8,4,32,10400,4,5
0,1,0,1,0,0,10,29,2642,3,1
0,6,0,5,3,4,28,26,6272,1,1
1,19,1,9,7,7,7,48,2655,4,2
0,5,1,5,2,3,10,24,4260,4,6
0,10,1,7,7,7,2,28,2213,2,3
0,16,0,15,13,8,1,35,4312,3,4
0,30,1,5,3,3,2,59,13726,3,3
1,28,1,7,7,7,6,23,16872,1,3
1,7,1,3,2,2,6,37,2073,3,0
1,11,0,8,2,7,8,52,4941,3,3
0,6,0,5,3,2,28,35,2430,2,0
0,16,0,1,0,0,23,44,4272,3,4
0,26,0,9,3,1,26,55,17650,3,3
1,5,0,1,0,0,5,41,2107,1,3
0,16,0,15,1,9,26,45,9725,3,0
0,20,0,20,11,17,3,31,4541,3,3
0,13,1,10,6,3,2,46,10368,3,4
0,16,0,4,3,3,2,54,13549,1,9
0,8,0,2,2,1,7,41,5003,4,1
0,21,0,3,2,1,5,47,18300,4,2
0,6,0,5,4,3,4,48,4230,2,1
0,7,0,7,4,6,9,40,2096,2,1
0,13,1,13,12,9,1,47,12742,4,1
0,10,0,10,9,8,16,28,6812,3,0
1,24,1,6,0,4,22,40,10552,3,2
0,5,0,1,0,0,6,36,3038,2,3
0,36,0,10,8,7,22,54,17426,2,3
0,4,0,3,2,2,3,34,3737,3,0
0,28,1,7,7,7,2,46,16872,3,3
0,19,1,1,0,0,4,24,3161,2,3
0,7,0,5,1,3,10,40,6852,2,6
0,4,1,3,2,2,1,27,3730,1,1
0,0,0,0,0,0,14,18,1514,1,3
0,6,0,6,4,1,6,39,2141,4,1
1,5,1,0,0,0,1,50,4728,4,3
0,30,0,4,3,3,2,50,17639,3,1
0,9,0,5,3,2,9,29,2974,4,1
1,5,0,4,2,0,24,56,2587,1,1
0,5,0,4,2,3,11,24,4011,1,0
0,4,0,4,2,2,3,59,2207,3,1
0,10,0,8,7,7,15,36,3660,3,3
0,10,0,10,9,8,11,54,3407,4,1
0,15,0,2,2,2,2,45,13116,4,1
1,1,0,1,0,0,9,31,1261,3,1
0,10,0,7,7,7,10,39,5377,2,1
0,2,0,2,2,2,9,20,2728,4,1
0,21,1,5,0,2,1,30,14756,1,1
0,10,1,9,7,1,15,33,4878,2,0
0,23,0,20,4,8,26,42,13525,3,5
0,1,0,1,0,0,13,53,2827,1,1
0,6,0,6,2,4,2,33,5505,4,4
1,1,1,1,0,0,24,25,1118,3,1
0,10,0,8,0,7,9,58,2258,3,1
0,6,0,4,2,2,7,28,4707,2,8
0,4,0,4,2,2,1,31,2218,4,0
1,1,0,1,0,1,25,26,2293,1,1
0,10,1,10,8,7,2,42,12185,1,1
0,21,0,21,16,10,7,41,19973,2,2
0,3,0,2,1,1,2,34,2523,1,0
0,20,0,20,7,13,1,60,10883,3,3
0,13,0,6,1,5,1,39,5171,3,5
0,24,0,24,7,9,8,42,18430,2,1
0,8,0,6,2,4,5,37,6347,4,1
0,10,1,10,7,7,6,43,5813,4,1
0,29,0,8,7,7,7,49,10466,3,3
0,12,0,9,8,7,2,46,8578,4,3
0,9,0,7,7,1,10,33,4682,2,6
0,4,0,3,2,2,26,32,4465,3,7
0,35,1,10,9,4,26,55,19636,4,4
0,23,0,20,18,15,2,52,19537,1,7
0,25,0,25,10,9,12,43,14336,1,2
0,1,0,1,0,0,10,38,2723,1,2
0,1,0,1,0,0,7,35,2083,2,1
0,16,1,15,10,11,22,34,5747,3,4
0,32,0,1,0,0,9,34,14118,2,3
0,10,0,9,8,5,1,28,6674,3,0
1,2,1,1,0,0,9,36,3388,4,3
0,9,1,5,2,4,10,54,4440,3,1
1,9,0,8,7,7,1,19,6500,2,0
0,1,1,1,0,0,2,38,1702,4,1
0,11,0,7,7,7,2,38,6893,2,3
0,13,0,8,7,7,3,46,10845,3,1
0,1,1,0,0,0,25,45,1601,3,1
0,10,0,2,2,2,18,35,9362,3,2
1,31,1,10,9,9,7,58,10008,3,7
0,10,1,5,2,4,10,35,6142,1,0
0,5,0,5,2,4,1,21,2647,3,1
0,10,0,10,9,9,14,42,7988,3,1
0,9,0,9,8,8,9,39,4037,3,1
0,17,0,8,5,6,7,35,10221,3,3
0,16,0,9,8,0,29,52,3482,1,9
0,0,0,0,0,0,1,18,1611,4,1
1,6,0,4,3,2,8,26,5326,4,6
0,8,0,0,0,0,6,38,3968,4,1
0,2,0,2,2,1,7,25,2889,4,3
0,23,0,1,0,0,4,49,18711,1,1
0,7,1,6,5,2,10,39,5368,4,1
0,19,0,10,7,9,13,46,5562,3,0
0,6,0,6,3,5,5,25,4000,2,1
1,6,1,2,0,0,1,24,2293,2,2
1,16,1,15,9,10,24,34,4599,1,7
0,10,0,9,8,5,1,28,6674,3,0
1,18,1,10,0,7,4,51,2461,1,3
0,10,0,10,7,9,10,38,5343,1,6
0,9,0,7,7,7,6,39,9991,4,0
0,4,1,3,2,0,10,37,2696,2,0
0,13,0,5,4,4,3,36,6842,4,6
1,4,0,2,2,2,2,28,2073,4,2
0,25,0,25,10,9,1,54,14336,2,1
1,27,1,3,2,2,8,29,12965,4,4
0,5,0,4,3,1,2,26,3904,1,2
0,12,0,11,7,7,2,30,2564,3,0
0,21,0,5,4,4,10,43,19926,1,3
0,7,0,0,0,0,8,34,5121,2,1
0,10,0,10,7,1,1,50,4539,3,4
0,24,1,6,0,4,5,58,10552,3,2
0,10,0,9,2,8,2,27,5042,4,0
0,1,1,1,0,1,25,19,2994,2,4
0,13,0,13,10,12,7,31,4306,2,1
0,11,0,3,2,2,2,54,2062,4,1
1,16,1,15,9,10,24,34,4599,1,7
0,21,0,21,9,3,6,48,19272,2,1
0,10,0,10,9,9,14,42,7988,3,0
0,10,0,10,7,8,8,32,6209,3,6
0,14,0,1,0,0,3,30,6553,1,9
1,23,0,1,0,0,8,52,18711,3,2
0,3,0,2,1,2,10,38,2684,3,0
0,10,0,3,2,2,4,41,6430,3,0
0,25,1,25,12,12,3,38,16959,1,1
0,17,1,0,0,0,6,34,13245,1,2
0,6,0,2,0,2,4,56,2187,4,4
0,5,1,5,4,3,7,29,4487,2,5
0,15,0,11,8,10,2,40,5677,2,3
0,1,0,1,0,0,19,28,1563,4,3
0,12,0,10,9,8,8,45,3697,4,3
0,5,0,4,2,0,2,27,2966,4,0
0,9,0,9,7,7,10,32,8793,2,1
0,11,0,11,10,1,1,34,7918,1,1
0,23,1,2,2,2,17,29,15787,4,2
0,3,1,3,2,2,21,29,2683,1,9
0,15,1,1,0,0,8,29,6962,4,4
0,7,0,5,1,3,1,55,6852,3,7
0,24,1,2,1,2,2,41,19328,4,7
1,1,0,1,1,0,21,26,2377,1,1
0,20,0,4,3,3,1,40,5473,1,4
0,9,0,2,0,2,6,39,8376,2,1
0,31,0,9,8,0,25,52,13826,3,1
0,28,1,8,3,7,1,50,2911,1,3
0,13,0,8,7,5,8,34,5249,1,3
0,19,0,5,4,2,2,36,4556,2,2
0,32,0,5,4,3,1,50,17399,4,9
0,9,1,3,2,2,1,59,3346,1,3
0,6,0,5,3,2,28,35,2430,2,9
1,9,0,4,3,2,1,33,13464,4,1
0,3,0,2,2,1,24,24,2400,4,9
0,18,0,11,9,9,18,36,7779,1,1
0,16,0,14,3,10,10,41,6230,4,7
0,12,0,8,3,7,1,38,8686,1,4
0,18,0,3,2,2,28,43,4739,2,4
0,7,0,6,2,5,18,49,2058,1,3
0,5,0,3,2,2,13,33,3452,2,3
0,16,1,13,2,12,8,35,10377,3,6
0,13,0,9,8,8,20,54,2451,1,4
0,10,0,5,2,0,10,32,11244,3,2
0,10,0,1,0,0,7,43,9985,3,0
1,12,0,6,3,1,1,50,6728,2,4
0,23,1,1,0,0,8,35,5381,1,9
0,10,0,7,7,7,10,39,5377,2,1
0,22,0,22,3,11,1,40,13503,3,1
0,9,0,8,4,1,9,40,5473,1,0
0,23,0,22,15,8,1,33,19545,1,1
0,18,0,8,7,7,16,48,6439,3,8
0,10,0,10,9,8,24,31,6812,3,1
0,9,0,9,8,8,18,35,9069,2,7
1,10,1,10,9,6,15,44,7083,4,1
0,16,0,1,0,0,8,33,5093,2,0
0,3,0,2,1,2,10,38,2684,3,3
0,2,0,2,2,2,2,40,2760,4,1
0,12,1,11,7,9,2,40,5220,3,0
1,1,0,1,0,0,2,19,1102,2,1
0,22,1,17,13,9,16,43,16064,4,5
0,34,0,33,18,9,1,52,19999,3,0
0,9,0,5,2,4,24,44,3708,1,1
0,10,0,7,7,7,27,28,5377,4,2
0,26,0,14,9,12,11,54,16032,2,1
0,12,0,5,3,0,1,41,2782,4,3
0,12,1,9,7,7,1,51,8189,1,3
0,9,0,9,7,0,10,43,5257,3,1
0,5,1,4,2,2,11,35,3743,3,1
0,9,0,5,4,4,1,47,5238,4,1
0,1,0,1,0,0,13,53,2827,1,1
1,7,0,1,0,0,2,58,2479,4,2
0,1,0,1,0,0,16,35,2804,4,0
0,1,0,1,0,0,2,30,2476,3,8
0,6,0,6,2,1,29,32,2837,3,1
0,9,0,8,7,7,2,45,4805,4,4
0,1,0,1,0,0,14,40,1274,4,3
1,24,0,20,6,6,1,44,10482,2,0
1,8,0,1,0,0,25,26,3022,1,4
0,4,0,4,2,2,5,28,4908,1,1
0,9,0,5,0,3,1,32,9756,4,0
0,10,1,10,2,7,2,25,3919,1,1
0,10,0,9,7,5,1,36,5228,3,1
0,12,0,11,8,7,6,32,5010,2,5
1,6,0,5,3,2,8,50,5373,4,0
0,10,0,10,0,2,18,38,5476,4,7
0,7,0,2,1,2,20,39,4127,3,2
1,1,1,1,1,0,24,28,2408,3,1
1,8,1,8,7,4,4,26,5828,4,5
0,6,0,5,3,0,27,28,4877,2,0
0,17,0,13,7,7,6,42,4502,4,3
0,13,0,9,8,8,14,41,2451,1,4
0,12,0,12,9,8,9,42,3673,1,1
0,3,0,2,1,2,10,38,2684,3,3
0,15,0,15,12,11,15,36,5406,4,7
0,20,1,20,11,7,8,38,2133,4,3
0,25,0,1,0,0,1,48,18265,4,1
0,15,1,15,14,12,1,33,13458,1,1
0,16,1,15,9,10,9,40,4599,4,6
0,18,1,16,14,12,2,36,5410,3,1
0,6,1,1,0,0,12,41,4766,2,3
0,6,0,5,2,2,3,36,8346,4,5
0,12,0,10,9,8,2,28,7823,3,6
0,6,1,5,0,2,23,36,2932,4,0
0,10,1,10,2,7,2,25,3919,1,2
1,0,1,0,0,0,10,20,1009,2,1
0,8,1,8,7,0,9,30,2909,1,3
0,33,1,19,16,9,19,52,13402,3,1
0,9,1,9,1,8,17,30,11916,2,1
0,12,0,6,5,2,1,37,7491,2,4
0,17,1,8,7,7,18,55,6385,3,0
0,13,1,3,2,2,9,36,8847,2,2
0,4,0,3,2,2,5,40,4465,1,0
0,7,1,3,2,1,10,27,8793,4,9
0,12,0,7,7,7,4,35,2718,4,2
0,10,0,6,3,2,1,54,6077,4,0
0,11,0,11,8,10,20,29,3812,4,1
0,8,1,8,0,7,1,36,5605,1,1
0,8,0,2,2,2,2,26,6392,4,4
0,10,0,10,7,4,19,29,8620,3,7
1,1,0,1,0,0,9,36,1951,1,1
1,22,0,20,6,13,8,31,13237,2,1
0,7,0,3,2,2,1,39,2232,3,0
0,10,0,10,4,9,23,38,6220,2,1
0,12,1,11,10,9,15,38,11510,3,0
0,16,0,4,3,3,24,57,13549,1,9
0,1,0,1,0,0,2,37,2973,3,1
0,5,1,5,3,0,8,54,3815,1,3
0,21,0,21,9,3,7,39,19272,3,1
0,21,0,7,7,0,6,56,13734,1,0
0,12,0,10,9,4,7,43,9419,1,5
0,15,0,1,0,0,15,34,6815,4,6
0,10,0,10,9,8,16,28,6812,3,0
0,23,0,19,7,8,6,45,8865,4,6
1,20,1,3,2,0,28,50,10854,4,8
1,9,0,1,0,0,15,36,4834,1,7
0,21,0,21,16,10,2,32,19973,3,1
1,20,1,3,2,0,28,50,10854,4,4
1,7,1,2,2,2,19,42,2759,3,3
1,2,0,2,2,2,1,44,2728,4,1
0,8,0,5,2,2,10,25,2576,2,1
0,19,0,19,2,9,10,41,6151,3,6
0,5,0,4,2,3,2,38,4011,1,0
0,30,1,15,11,12,9,24,13966,4,2
0,2,0,2,2,2,10,36,2297,2,1
0,25,0,25,10,9,1,54,14336,2,1
1,1,0,1,0,0,24,29,1091,3,9
0,9,0,4,3,2,19,37,5768,3,1
0,10,0,5,2,0,10,32,11244,3,1
0,2,0,2,2,2,1,33,2372,3,1
0,1,0,1,1,0,14,55,2552,3,1
0,7,1,7,7,7,1,49,6834,4,1
0,9,1,4,2,3,10,44,6465,4,0
0,10,0,5,4,4,22,35,4200,1,7
0,8,0,6,4,2,27,43,4876,4,1
0,5,1,5,3,3,11,26,4741,1,1
0,9,0,8,7,7,9,32,4668,4,0
0,18,1,10,0,7,12,42,2461,3,9
0,6,0,6,0,2,26,47,5561,2,8
0,8,0,0,0,0,8,42,3968,4,1
0,24,0,22,6,14,2,42,18880,1,5
0,10,1,10,9,7,10,36,5673,2,6
0,9,0,1,0,0,20,45,6334,3,7
0,0,1,0,0,0,5,33,1675,1,1
0,2,0,2,2,2,28,43,2610,3,1
1,24,1,5,2,4,2,55,19859,4,1
0,10,0,8,7,7,22,45,10880,4,4
1,31,0,9,8,0,1,50,13826,3,3
0,4,0,4,3,3,2,38,2440,4,1
0,6,0,5,4,3,5,28,8463,4,5
0,30,1,5,4,2,17,44,16659,2,2
0,10,0,10,4,9,1,32,6220,2,2
0,21,0,7,7,0,6,56,13734,1,3
0,11,0,9,8,8,21,35,5674,2,1
1,16,1,16,7,7,3,36,10325,3,4
0,6,0,4,2,2,7,28,4707,2,8
0,10,0,10,8,7,13,37,4285,1,3
0,20,0,3,2,2,5,49,6651,1,0
0,9,0,4,3,2,19,37,5768,3,1
0,5,0,5,4,4,8,43,3702,4,1
0,15,0,15,12,11,22,55,5406,4,7
1,8,0,7,7,6,23,34,3068,1,1
0,15,0,14,10,10,9,33,2781,1,0
0,6,0,2,2,2,2,27,3468,1,1
0,9,0,3,2,0,8,31,16422,1,2
1,28,0,5,4,3,25,29,19161,4,3
0,24,0,4,2,2,5,54,19406,1,2
0,6,1,5,3,3,17,24,2342,4,3
1,4,1,2,2,0,13,29,2335,1,4
0,6,1,5,3,3,17,24,2342,4,3
0,14,0,1,0,0,2,38,6553,4,9
0,1,0,1,0,0,17,24,2127,4,1
0,8,0,7,7,5,7,38,4028,4,5
1,8,1,6,4,5,1,41,5993,2,8
0,11,0,11,8,3,19,34,8606,4,1
0,2,0,2,2,2,10,43,2323,1,3
0,10,1,3,1,2,29,45,9380,2,1
0,4,1,3,2,2,7,31,3506,3,3
0,16,0,14,8,9,15,34,17007,2,2
0,6,0,5,4,3,4,48,4230,2,0
0,5,0,4,3,1,9,28,4950,3,0
0,11,0,8,7,7,18,55,3975,4,3
0,6,0,4,3,2,5,33,2231,1,6
0,1,0,1,0,0,16,35,2804,4,0
0,3,0,3,2,0,12,38,3230,1,1
0,4,1,3,2,2,1,27,3730,1,0
0,10,0,10,9,0,2,36,7596,2,1
0,26,0,25,9,13,2,40,19190,3,1
0,9,0,6,4,5,4,42,5155,2,7
0,10,0,9,7,8,6,41,9738,1,5
0,10,1,10,7,2,7,25,5056,3,1
0,5,1,0,0,0,9,30,4728,3,6
0,13,0,0,0,0,4,34,2259,3,3
0,12,1,9,7,7,1,51,8189,1,3
0,4,1,2,2,2,7,52,4736,2,7
1,3,1,3,2,2,3,50,2683,1,8
0,23,0,13,12,1,3,46,16606,3,8
0,1,0,1,0,0,14,40,1274,4,1
0,17,0,7,7,7,15,32,6883,4,1
0,5,0,3,2,2,4,28,4033,3,2
0,11,0,5,3,2,23,26,5265,1,2
1,12,1,11,9,7,29,47,6347,1,0
0,9,0,1,0,0,20,45,6334,3,4
0,8,1,1,0,0,10,37,6694,4,2
0,20,0,5,0,4,2,38,5070,2,1
0,6,0,3,2,2,7,46,4400,3,3
0,16,1,13,2,12,8,35,10377,3,4
0,6,0,5,0,4,1,33,6949,2,0
1,6,0,5,3,2,24,44,2720,1,0
0,2,0,1,1,0,21,24,2296,3,1
0,12,0,11,8,7,6,32,5010,2,1
0,9,0,2,2,1,1,34,5484,2,2
1,22,1,12,11,5,9,20,13973,3,3
0,0,0,0,0,0,28,60,2332,3,6
0,8,1,2,2,2,5,30,2404,3,7
0,23,0,2,2,2,1,46,19627,4,9
1,5,0,1,0,0,5,41,2107,1,3
0,12,0,10,9,4,7,43,9419,1,5
0,3,0,2,2,2,1,32,2269,2,8
0,7,0,6,5,3,17,24,3500,3,0
0,7,0,2,2,2,1,30,3833,4,3
0,5,1,2,2,0,7,31,4157,1,7
0,7,0,7,5,7,1,37,5253,2,1
1,10,0,8,3,7,7,29,5321,4,2
0,16,1,4,2,2,3,36,5021,1,8
0,20,1,20,8,8,28,50,3221,4,1
0,3,0,3,2,2,10,35,3917,2,1
0,1,0,1,0,0,10,34,2008,2,1
1,16,0,11,8,9,5,18,2519,3,1
0,1,0,1,0,0,2,37,2973,3,1
1,12,0,6,3,4,10,37,7379,3,1
0,1,0,1,0,0,3,32,1359,3,8
0,14,0,14,10,11,15,43,17603,3,2
1,13,0,13,8,8,2,31,10648,2,1
0,21,1,19,9,2,24,42,17123,3,1
1,34,0,33,7,9,2,53,10169,3,0
0,6,0,6,5,4,13,32,6397,1,1
0,1,0,1,1,0,1,33,2008,2,1
0,16,0,9,7,1,19,37,10725,2,2
0,9,0,9,8,8,29,38,9069,1,8
0,10,0,3,2,2,13,42,5347,4,6
0,9,0,6,3,1,1,37,6696,1,5
1,5,0,4,3,3,25,33,4373,4,0
0,10,0,6,3,2,1,54,6077,4,0
0,8,0,7,7,7,22,33,6146,3,7
0,2,1,2,2,2,1,21,2070,3,1
0,15,0,11,8,10,11,22,4444,4,4
0,10,0,4,2,3,1,34,3280,2,2
0,6,0,2,2,2,5,27,2024,1,3
0,20,1,4,2,3,2,38,5405,2,2
0,12,0,9,8,7,2,46,8578,4,1
